Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Image Src,Status
encyclopedia-volume-50,Encyclopedia Volume 50,<p>Encyclopedia Volume 50 — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a266c2b,3.99,1,deny,manual,,active
how-to-find-your-purpose,How to Find Your Purpose,<p>How to Find Your Purpose — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-2d6bfd8,3.99,1,deny,manual,,active
how-to-build-unshakeable-confidence,How to Build Unshakeable Confidence,<p>How to Build Unshakeable Confidence — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9ed9067,3.99,1,deny,manual,,active
how-to-master-your-morning-routine,How to Master Your Morning Routine,<p>How to Master Your Morning Routine — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d25e29c,3.99,1,deny,manual,,active
how-to-overcome-imposter-syndrome,How to Overcome Imposter Syndrome,<p>How to Overcome Imposter Syndrome — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bd5dfa4,3.99,1,deny,manual,,active
how-to-practice-radical-self-care,How to Practice Radical Self-Care,<p>How to Practice Radical Self-Care — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-13986b8,3.99,1,deny,manual,,active
how-to-set-boundaries-that-stick,How to Set Boundaries That Stick,<p>How to Set Boundaries That Stick — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d252c9a,3.99,1,deny,manual,,active
how-to-break-bad-habits-forever,How to Break Bad Habits Forever,<p>How to Break Bad Habits Forever — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-70b7e94,3.99,1,deny,manual,,active
how-to-cultivate-daily-gratitude,How to Cultivate Daily Gratitude,<p>How to Cultivate Daily Gratitude — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-6f753c3,3.99,1,deny,manual,,active
how-to-manage-anxiety-naturally,How to Manage Anxiety Naturally,<p>How to Manage Anxiety Naturally — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-6993a90,3.99,1,deny,manual,,active
how-to-develop-emotional-intelligence,How to Develop Emotional Intelligence,<p>How to Develop Emotional Intelligence — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-6dec9a5,3.99,1,deny,manual,,active
how-to-forgive-yourself-and-move-on,How to Forgive Yourself and Move On,<p>How to Forgive Yourself and Move On — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-f4356ae,3.99,1,deny,manual,,active
how-to-stay-motivated-every-day,How to Stay Motivated Every Day,<p>How to Stay Motivated Every Day — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-1f00aa5,3.99,1,deny,manual,,active
how-to-build-resilience-in-tough-times,How to Build Resilience in Tough Times,<p>How to Build Resilience in Tough Times — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b29c5ad,3.99,1,deny,manual,,active
how-to-practice-mindful-living,How to Practice Mindful Living,<p>How to Practice Mindful Living — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-f219a59,3.99,1,deny,manual,,active
how-to-let-go-of-perfectionism,How to Let Go of Perfectionism,<p>How to Let Go of Perfectionism — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-15a1394,3.99,1,deny,manual,,active
how-to-create-a-personal-mission-statement,How to Create a Personal Mission Statement,<p>How to Create a Personal Mission Statement — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-dd004ab,3.99,1,deny,manual,,active
how-to-develop-a-growth-mindset,How to Develop a Growth Mindset,<p>How to Develop a Growth Mindset — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-19c141a,3.99,1,deny,manual,,active
how-to-handle-criticism-gracefully,How to Handle Criticism Gracefully,<p>How to Handle Criticism Gracefully — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-4885e35,3.99,1,deny,manual,,active
how-to-build-healthy-relationships,How to Build Healthy Relationships,<p>How to Build Healthy Relationships — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ba83edb,3.99,1,deny,manual,,active
how-to-find-inner-peace,How to Find Inner Peace,<p>How to Find Inner Peace — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-00c5937,3.99,1,deny,manual,,active
how-to-stop-people-pleasing,How to Stop People-Pleasing,<p>How to Stop People-Pleasing — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-e4bf676,3.99,1,deny,manual,,active
how-to-embrace-your-authentic-self,How to Embrace Your Authentic Self,<p>How to Embrace Your Authentic Self — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-3339a9f,3.99,1,deny,manual,,active
how-to-navigate-life-transitions,How to Navigate Life Transitions,<p>How to Navigate Life Transitions — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a884bb4,3.99,1,deny,manual,,active
how-to-practice-self-compassion,How to Practice Self-Compassion,<p>How to Practice Self-Compassion — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-2a00fc1,3.99,1,deny,manual,,active
how-to-build-mental-toughness,How to Build Mental Toughness,<p>How to Build Mental Toughness — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-5cc9168,3.99,1,deny,manual,,active
how-to-create-a-vision-board-that-works,How to Create a Vision Board That Works,<p>How to Create a Vision Board That Works — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-fa03ebc,3.99,1,deny,manual,,active
how-to-develop-daily-discipline,How to Develop Daily Discipline,<p>How to Develop Daily Discipline — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c20b53c,3.99,1,deny,manual,,active
how-to-overcome-fear-of-failure,How to Overcome Fear of Failure,<p>How to Overcome Fear of Failure — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-3a07da5,3.99,1,deny,manual,,active
how-to-cultivate-patience,How to Cultivate Patience,<p>How to Cultivate Patience — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-3e9fd68,3.99,1,deny,manual,,active
how-to-live-with-intention,How to Live with Intention,<p>How to Live with Intention — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-42bbeb1,3.99,1,deny,manual,,active
how-to-start-a-side-hustle,How to Start a Side Hustle,<p>How to Start a Side Hustle — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-f28d380,3.99,1,deny,manual,,active
how-to-build-a-personal-brand,How to Build a Personal Brand,<p>How to Build a Personal Brand — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ce78b1a,3.99,1,deny,manual,,active
how-to-create-a-business-plan,How to Create a Business Plan,<p>How to Create a Business Plan — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-13c5d05,3.99,1,deny,manual,,active
how-to-master-social-media-marketing,How to Master Social Media Marketing,<p>How to Master Social Media Marketing — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bb334b0,3.99,1,deny,manual,,active
how-to-launch-an-online-course,How to Launch an Online Course,<p>How to Launch an Online Course — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d6af3c3,3.99,1,deny,manual,,active
how-to-write-a-winning-grant-proposal,How to Write a Winning Grant Proposal,<p>How to Write a Winning Grant Proposal — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-e5f9d04,3.99,1,deny,manual,,active
how-to-build-an-email-list-from-scratch,How to Build an Email List from Scratch,<p>How to Build an Email List from Scratch — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-e69bc2d,3.99,1,deny,manual,,active
how-to-price-your-products-or-services,How to Price Your Products or Services,<p>How to Price Your Products or Services — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c996ed0,3.99,1,deny,manual,,active
how-to-network-like-a-pro,How to Network Like a Pro,<p>How to Network Like a Pro — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-02a636c,3.99,1,deny,manual,,active
how-to-manage-business-finances,How to Manage Business Finances,<p>How to Manage Business Finances — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b833793,3.99,1,deny,manual,,active
how-to-create-a-content-strategy,How to Create a Content Strategy,<p>How to Create a Content Strategy — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-73db13c,3.99,1,deny,manual,,active
how-to-build-a-website-on-a-budget,How to Build a Website on a Budget,<p>How to Build a Website on a Budget — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-42aad03,3.99,1,deny,manual,,active
how-to-master-public-speaking,How to Master Public Speaking,<p>How to Master Public Speaking — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bcef917,3.99,1,deny,manual,,active
how-to-negotiate-better-deals,How to Negotiate Better Deals,<p>How to Negotiate Better Deals — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7542cf4,3.99,1,deny,manual,,active
how-to-build-a-remote-team,How to Build a Remote Team,<p>How to Build a Remote Team — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d397be9,3.99,1,deny,manual,,active
how-to-scale-your-small-business,How to Scale Your Small Business,<p>How to Scale Your Small Business — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-5bd6f77,3.99,1,deny,manual,,active
how-to-create-a-marketing-funnel,How to Create a Marketing Funnel,<p>How to Create a Marketing Funnel — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-df71da4,3.99,1,deny,manual,,active
how-to-use-ai-in-your-business,How to Use AI in Your Business,<p>How to Use AI in Your Business — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-12e3df7,3.99,1,deny,manual,,active
how-to-build-customer-loyalty,How to Build Customer Loyalty,<p>How to Build Customer Loyalty — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-65fefcb,3.99,1,deny,manual,,active
how-to-manage-your-time-effectively,How to Manage Your Time Effectively,<p>How to Manage Your Time Effectively — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9771f9f,3.99,1,deny,manual,,active
how-to-create-a-sales-funnel,How to Create a Sales Funnel,<p>How to Create a Sales Funnel — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7abd029,3.99,1,deny,manual,,active
how-to-build-strategic-partnerships,How to Build Strategic Partnerships,<p>How to Build Strategic Partnerships — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-241e403,3.99,1,deny,manual,,active
how-to-master-email-marketing,How to Master Email Marketing,<p>How to Master Email Marketing — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-cd49bb9,3.99,1,deny,manual,,active
how-to-create-a-brand-style-guide,How to Create a Brand Style Guide,<p>How to Create a Brand Style Guide — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-0ae2f24,3.99,1,deny,manual,,active
how-to-build-a-freelance-career,How to Build a Freelance Career,<p>How to Build a Freelance Career — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ae09d35,3.99,1,deny,manual,,active
how-to-write-copy-that-sells,How to Write Copy That Sells,<p>How to Write Copy That Sells — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-6754798,3.99,1,deny,manual,,active
how-to-create-a-product-launch-plan,How to Create a Product Launch Plan,<p>How to Create a Product Launch Plan — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ad0a963,3.99,1,deny,manual,,active
how-to-build-a-community-around-your-brand,How to Build a Community Around Your Brand,<p>How to Build a Community Around Your Brand — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d529872,3.99,1,deny,manual,,active
how-to-master-linkedin-for-business,How to Master LinkedIn for Business,<p>How to Master LinkedIn for Business — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-aeb8176,3.99,1,deny,manual,,active
how-to-create-a-customer-journey-map,How to Create a Customer Journey Map,<p>How to Create a Customer Journey Map — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-22b4aeb,3.99,1,deny,manual,,active
how-to-build-a-subscription-business,How to Build a Subscription Business,<p>How to Build a Subscription Business — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-3475f56,3.99,1,deny,manual,,active
how-to-create-a-referral-program,How to Create a Referral Program,<p>How to Create a Referral Program — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b259163,3.99,1,deny,manual,,active
how-to-master-business-storytelling,How to Master Business Storytelling,<p>How to Master Business Storytelling — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-667ab62,3.99,1,deny,manual,,active
how-to-build-a-digital-product-empire,How to Build a Digital Product Empire,<p>How to Build a Digital Product Empire — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a061389,3.99,1,deny,manual,,active
how-to-create-a-business-exit-strategy,How to Create a Business Exit Strategy,<p>How to Create a Business Exit Strategy — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d03f282,3.99,1,deny,manual,,active
how-to-cook-perfect-gullah-red-rice,How to Cook Perfect Gullah Red Rice,<p>How to Cook Perfect Gullah Red Rice — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-f5fdba6,3.99,1,deny,manual,,active
how-to-make-southern-cornbread-from-scratch,How to Make Southern Cornbread from Scratch,<p>How to Make Southern Cornbread from Scratch — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-072ca56,3.99,1,deny,manual,,active
how-to-fry-the-perfect-fish,How to Fry the Perfect Fish,<p>How to Fry the Perfect Fish — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-cb26962,3.99,1,deny,manual,,active
how-to-make-authentic-shrimp-and-grits,How to Make Authentic Shrimp and Grits,<p>How to Make Authentic Shrimp and Grits — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-eaa120f,3.99,1,deny,manual,,active
how-to-bake-sweet-potato-pie,How to Bake Sweet Potato Pie,<p>How to Bake Sweet Potato Pie — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-1e52310,3.99,1,deny,manual,,active
how-to-make-hoppin-john-for-new-years,How to Make Hoppin' John for New Year's,<p>How to Make Hoppin' John for New Year's — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-92fabeb,3.99,1,deny,manual,,active
how-to-cook-collard-greens-the-right-way,How to Cook Collard Greens the Right Way,<p>How to Cook Collard Greens the Right Way — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-6db8ba7,3.99,1,deny,manual,,active
